Geohash,vec
9vk53,-0.1642148522874398 -0.012480220983334336 0.28483866068780916 0.09496666962588607 -0.013836683071214332 -0.009105364931045452 0.007462701231692133 0.4475468385839683 -0.3991918074571764 -0.04633399278328349 0.44217102707809225 0.060970037458314065 0.11640685671787958 0.08391460055004388 0.4046588230440029 -0.28913836254442626 -0.08321926289815329 -0.1375444172755948 -0.282247708183995 0.2406864247667586 0.39442667920180824 0.0239555790997502 0.3523753649366876 0.20614721247903847 0.32219400756048394 -0.0578458607544429 0.05343012824890575 -0.18312646061859364 0.08223562638889156 -0.07463945011480884 -0.28866266241966515 0.33264031802209115 -0.0012224802769236225 -0.0029457643383002828 -0.16402871612159456 0.10910542571747153 0.08652775462111928 0.15033546873688516 0.046569681919592855 0.34910543698109575 -0.3440708746341187 -0.4246597092589536 0.02215817219083806 -0.1995467412961962 0.20983592825822991 0.0008217075826629861 0.08641919078647037 -0.527670701883604 0.040417764666556666 -0.24013621146916772 0.027603453890987145 -0.13833303965210766 -0.13112966109952934 0.8267466657510705 -0.10351813907004898 -1.7491474927184687 -0.17703817545728848 -0.057552529501301256 1.1601259910116113 0.2827003568655973 -0.26314764784466244 0.3789634920555691 -0.06023207995033128 0.21631866571826167 0.20470550333222948 0.06252537925033937 0.06698410453440731 -0.03803166521719138 0.3445807596841203 -0.03461848331984551 -0.18083704476891443 -0.11240674315810353 0.034184356776847495 -0.20701609278481337 0.3198683263303527 0.10020296686965804 0.13134019391474755 0.04280521947103083 -0.3986452191691646 -0.15271127195386422 0.5493879364607268 0.056075563398966966 -0.31574106960943565 0.19493756022761155 -0.8372324728216434 -0.05953557572140954 -0.03419852378407962 -0.21155221783106848 0.05775837299127601 0.03513845789139696 -0.13669547133035057 0.1928872478008078 -0.38880799677900724 0.20318935138960587 -0.476146982860543 0.11046272909515793 0.015076802228125963 -0.09066912084700773 0.6342706663203478 -0.12614170835271765
9v7fk,-0.005548203730213009 -0.1356257985049834 0.38768223421601195 0.05472171014567455 0.09700095317487457 0.026227119670542642 0.006316503393264278 0.4602754363005668 -0.46183281028402046 0.028020015157807304 0.41369618456940904 0.0732660285852713 0.05291080489218943 -0.06959534695418863 0.25623071504462247 -0.32661518601964046 -0.0729967286202853 0.051495507411569295 -0.2338313238184808 0.16061922574530968 0.3949985160018891 0.0841605051641587 0.2446992966394698 0.12920656147645104 0.345624481141375 -0.013738259771350401 -0.06503902525486939 -0.19325629622418733 0.19923884041349096 -0.13300374279118626 -0.2518319074319262 0.19624570198928407 -0.018800692907628168 -0.03428052017621003 -0.18993517953919942 0.2079784377125268 0.06294657026252361 0.06886101779257052 -0.02544796590954985 0.41348763191323035 -0.3003313878413459 -0.5251803962331444 0.1046811367052635 -0.0595128649574946 0.1659849574929972 -0.09958391547863331 0.31143965641326293 -0.6780615870065471 0.19615190326551205 -0.3421050606605433 0.08075952330955638 -0.2844761444661585 -0.0303346595645235 0.8354213436193082 -0.13561675837079012 -1.8122456168083512 -0.16686330744658326 0.0027435874873786652 1.4451417174532601 0.45513821519933556 -0.33781177443326166 0.4649636254763532 -0.0638104575907107 0.2064404459872321 0.20811688284492866 0.09238427714806853 -0.031699897733046704 -0.20989692157758447 0.22066920984496124 -0.10087898508891932 -0.2582065146529542 -0.1884497803229431 -0.01756250256050095 -0.15432353129030685 0.2859971951473031 0.18821537601141627 0.12351274761253338 -0.06104342886782622 -0.32915505232965286 -0.12258727992508626 0.4993429592225261 0.07929625995619176 -0.3735184293791936 0.1277250252035698 -0.839675131938636 -0.05688090911422706 0.0775442316282327 -0.21184947619943326 0.09679262370203899 0.025851858549931606 -0.07240713404908475 0.17402074413393268 -0.35107949459400034 0.10707321351459193 -0.5356944651244219 0.10500369693896165 -0.019402472822617416 0.017584390645153405 0.7483018395788545 -0.12142728014502309
9vk6e,-0.04171344534013605 -0.1956242 0.31618831387755103 -0.012221077040816333 0.10946589455782316 -0.062173466666666656 0.03245412925170067 0.4295240680272109 -0.3569580401360545 0.031509922040816325 0.34531804013605444 -0.003307395918367345 0.1116238163265306 0.03692591598639456 0.24105861925170066 -0.25661265714285714 0.11889043986394558 -0.020645687346938772 -0.31855407414965986 0.12842542904761903 0.3713000731292517 0.10307240877551023 0.28433135462585035 0.16737250880952376 0.29407948639455783 -0.03666317959183674 -0.09080201068027212 -0.11904030272108844 0.045849753061224484 0.07684941523809521 -0.2470058810884354 0.33332820816326525 0.02403580170068026 0.20378193027210884 -0.2938960503401361 0.09784425102040817 -0.029068563945578222 0.18774957312925172 0.09748746632653063 0.2285928285714285 -0.27877774897959184 -0.404559683537415 -0.030410457142857145 -0.07619838278911564 0.14057466472789118 0.0019063578231292466 0.132338802585034 -0.4923385534693877 0.06498274061564627 -0.372337512244898 0.03791548639455782 -0.11441697823129256 0.005211825170068016 0.804119093197279 -0.19110588231292516 -1.9703415625850338 -0.14345822855782306 -0.20461507823129255 1.349585619047619 0.4380714741496599 -0.33707804380952383 0.4803019421768708 -0.004646267346938785 0.1462213827210884 0.2535762295238095 0.08426276462585035 0.11154847034013604 -0.018032743741496597 0.12770574380952382 0.09632024979591836 -0.24558382040816332 -0.14856509047619043 0.026290956802721095 -0.13889744353741498 0.28727053231292515 0.0696084731972789 0.2589060659863946 0.06148268843537415 -0.5075672408163265 -0.1355707980952381 0.3811928761904761 0.10971351734693877 -0.2857542814965986 0.1953904102040816 -0.6740848782312926 -0.09456018721088433 0.019697385714285715 -0.19122471224489798 -0.023980478136054417 -0.0264719231292517 -0.11382782244897958 0.0859488489795918 -0.3830125156462585 0.2814147034013605 -0.47345715646258507 0.24105059741496596 -0.10770367687074829 -0.06260143163265304 0.645368043537415 -0.139425918707483
9vk3e,-0.09296846063858023 -0.06960502333157613 0.3089989274572256 -0.014828200274708242 0.033639861300049 0.007886109898539431 0.01872805125372849 0.40835662649781396 -0.41509759832722043 -0.020537480610036688 0.4084427443332132 -0.052983576378148274 0.008797956614017203 -0.01403421715351213 0.3750750201031769 -0.2833117389957923 -0.12850511746839247 -0.05860529419290574 -0.2928010104909295 0.18847688051298406 0.4349652140925509 0.059497166373612846 0.38676780227205726 0.19849501157044416 0.3120178164209339 -0.08019767806468414 0.0957822485073051 -0.1576851597135292 0.09607833234339187 -0.06034416246941624 -0.31362234686557644 0.35109719041312437 -0.018573837516157446 0.0388241486865001 -0.1817830308822692 0.04170687112169164 0.041273441011796794 0.17779761068623354 0.04231302732626279 0.3870961479637057 -0.30227907198786097 -0.4771853147051061 0.029759227689563322 -0.1361191413092483 0.16945867764365982 -0.015074250262949411 0.1123458957768753 -0.5948582946147584 0.056219913904679446 -0.2268030273762708 0.061388342580958495 -0.2158838340097868 -0.0959472589608305 0.6926782179362734 -0.10202938846255943 -1.7280602879287674 -0.10253486391893073 -0.047586144248991484 1.1286334430457454 0.36023724742264523 -0.3108654991497181 0.354847425718541 -0.03580987799694573 0.25598825182650436 0.10664141726375133 0.049662886964380655 0.1358766468747161 -0.029363589159972853 0.20765919368398342 -0.05465746565298982 -0.24717231831975217 -0.11257697230939424 0.046728821278537995 -0.07944988702873489 0.3385657780819771 0.08381338433031667 0.05983786839776579 -0.03823778392810608 -0.3384365667820026 -0.16301557084562826 0.47373255680142873 0.06360076488466597 -0.3784481810156352 0.14950294034624217 -0.7658630879991831 -0.08819972023744 -0.007619489002474988 -0.2652406874447706 0.027224739224137293 0.03619201024916346 -0.11472331257302869 0.23208650395437877 -0.2921521394941529 0.1661622035725641 -0.4791045169380858 0.11047933946737386 0.07750989510656468 -0.0665586421713635 0.5951073364569884 -0.1823875926600704
9vk5j,-0.15018054555148327 -0.054290305954759484 0.24355184273464514 0.03564783854765338 -0.028531874816948334 0.021868666355590746 0.052430386542020695 0.4308242022334044 -0.5193578961869263 -0.01971285174284885 0.4081955863053697 0.024976558964874915 0.1345973993354362 0.04590920919529661 0.40900604302492083 -0.31218289467619387 -0.11693927957332986 -0.0912720951177315 -0.2970213724614494 0.20740547953920585 0.4055063994929574 0.0927158187296396 0.29264953176458824 0.19457862910091012 0.3115349942714706 -0.034332656158995445 0.04087928760274003 -0.19834021694954238 0.06231691233699377 -0.06277978818697232 -0.23237042094729618 0.3251319805265658 0.00016197122607141412 0.0041706583940132776 -0.23821672254560633 0.15735585753052395 0.13525108881484765 0.15822071193486426 0.00822035251612472 0.33973816238232796 -0.35533029233883157 -0.38673881967719087 0.08439742365457464 -0.1759886379437861 0.20638041099008297 -0.0068874830882475 0.1577501098454424 -0.5713360762787243 0.05129572399539089 -0.2490478635030153 0.05744225417232796 -0.1409263112514988 -0.05450965113795372 0.7760068181537875 -0.08083946084164788 -1.739636626884771 -0.17186060740426728 -0.07549060858407071 1.231401549727335 0.2841032412798668 -0.25528728147784013 0.3998318502276399 -0.13898141766890948 0.20024318335393074 0.21893091737683668 0.1088982479656245 0.04864000943850644 -0.0988344856228346 0.35763888272251243 -0.020448520723660872 -0.19797948233636778 -0.13593843718516038 0.0020012104081373705 -0.09843442359710576 0.2962043583997675 0.13078712893214703 0.04947209953492396 0.019857493605414663 -0.3809730293700993 -0.16253260340339076 0.5510760155953092 0.07671240078952725 -0.3736570480099121 0.17664312039285737 -0.8437754264068459 -0.06816396810716839 0.06429422291669205 -0.2504732781099683 0.02965038669178103 0.014752959202016103 -0.035773237334198654 0.23078237377140579 -0.36439540900138456 0.17521885974031018 -0.4695065494094665 0.11940206136186825 0.070567644704714 -0.03747367138665727 0.6082398625904903 -0.19846285178713619
9vk6k,-0.11278466520467836 -0.08838277697368421 0.43436732948099416 0.1368076383991228 0.029204910087719298 0.04382312814327485 0.0026143717105262957 0.49542825160818715 -0.4103683340643276 0.04474342551169591 0.425025004239766 0.07525583830409358 0.022850406213450282 -0.0069979216374269106 0.32126540241228074 -0.37310029532163747 -0.13246322050438594 -0.18255914270467835 -0.13185181410818714 0.18462496710526316 0.362327351754386 0.12668191366959064 0.3708618415935673 0.22331025657894735 0.3153578837719298 -0.039469895614035085 0.21269502317251462 -0.035590324561403514 0.08906062975146198 -0.028814982090643274 -0.3060289006140351 0.3214780785818714 -0.0874738755116959 0.12343969152046785 -0.13231557843567252 0.12749774184210527 -0.016543147002923995 0.04883322573099416 0.0037385324561403656 0.402987497002924 -0.4176048390423976 -0.45464249887426905 -0.09177739144736843 -0.0009122842836257266 0.19581073201754387 -0.10542178808479533 0.22692091059941516 -0.6464040694444444 0.13760099693640354 -0.30929641257309937 0.018332076754385966 -0.17859982529239765 -0.10377744444444445 0.848351284868421 -0.18783672817251465 -1.7289917456140351 -0.17341639018201752 -0.06904023223684212 1.2311517282163742 0.3155200781432749 -0.2793701806067252 0.3693536103801168 -0.14814411191520466 0.11406834574561402 0.12865419510233916 0.14451700007309945 -0.12659159429824562 -0.2090744115497076 0.31177978322368427 -0.10463394794590643 -0.2591733738304094 -0.24726680065789475 0.0934273168640351 -0.1830956144005848 0.3626865504532164 0.06551200565058479 0.18331122741228068 0.07246150559941518 -0.358201321125731 -0.1871687509502924 0.4752731870614034 -0.050494576388888865 -0.3488033828508772 0.18826108347953213 -0.7275271490570175 0.023639841520467834 0.042873963304093564 -0.20935037814327484 0.1438063097222222 0.07845155840643275 -0.13389043123538014 0.33595764780701753 -0.4412522427631578 0.1128788514619883 -0.6309575530701754 0.10199931871345029 -0.028113971052631585 -0.018801722441520473 0.7293472687134502 -0.13686134714912282
9v7bw,-0.04454033493111003 -0.13594424473073163 0.3858858313702407 0.11631620233255027 0.03626761910429453 0.024979265323628996 -0.016521600994898886 0.4229045186071733 -0.4102862901784259 0.028594494619430415 0.4439667047845038 0.039997765339108864 0.023586327914018792 -0.02435938233212029 0.27461847401055534 -0.3757794063102674 -0.01729726011220646 0.034669184902006045 -0.2052429072610577 0.18212255520114784 0.44919957398339766 0.12158597401856679 0.2797567980251842 0.08119720233476818 0.3447638594465718 -0.009350542841688852 -0.030031220866375177 -0.20339210393016854 0.11330179786450131 -0.06563917670215269 -0.23786482482035198 0.23013702968899927 -0.012945923962576723 0.023557986741395538 -0.1769635933133272 0.16986546215373957 0.10227947030466389 0.13544238504982528 -0.02539172143974162 0.40243039526347474 -0.32667183847591114 -0.578129276989911 0.082082822431789 -0.12810272135543968 0.22454566302301165 -0.06254472308266797 0.2336443015722032 -0.5638471734076548 0.1172595300215202 -0.3184955329241576 0.004461725552658745 -0.1952921050862709 -0.015795215920056862 0.9022180745233825 -0.08811530623508591 -1.6993483917110241 -0.20712575319145482 -0.035196013660990726 1.3841879386290805 0.35565100784607945 -0.257507344015059 0.38767640034377093 -0.07101799384448608 0.12627925396581302 0.2281155613756721 0.05113095433373165 0.0014890052668694433 -0.16038864825874027 0.29909359740580826 -0.14741506240673605 -0.28452792957154244 -0.16371668574108775 0.11585132153943294 -0.0904476568500715 0.33349839049933916 0.13029430024426067 0.09636591561521195 -0.06587329878424131 -0.3710760970456974 -0.02213193385616388 0.5015715679598247 0.04863494066409574 -0.3686874332876179 0.21518810114967507 -0.8392208789349664 -0.028343204033910874 0.03884243511148227 -0.2663444906910271 0.14142901679249723 0.019557234092843052 -0.1343623586236489 0.17409817303423678 -0.420751172017408 0.07662376705864249 -0.6005288150731901 0.03612831543461337 -0.01105575361930367 -0.023211196508654247 0.6996842386209331 -0.17187971335456156
9v7fu,-0.05729381763392857 -0.18779151860119045 0.311769803968254 0.04845326644345237 0.13493349677579364 -0.01296528373015872 -0.08805242155257938 0.4888960146329365 -0.16671144925595238 -0.06346628784722223 0.27090487400793656 0.23488149528769833 0.17003053521825395 -0.022008523561507946 0.16828008134920636 -0.2463153702876984 0.18085525793650795 -0.087508819890873 -0.39918056473214286 0.07063767715773808 0.3972229935515873 -0.037206141617063496 0.20410268561755954 0.06589172720734128 0.21598279749503968 0.05208246626984126 -0.12645414608134922 -0.19938702876984127 0.28157749228670637 -0.034600435019841266 -0.16122551143353175 0.20353876202876983 0.07363306622023807 -0.012406537450396824 -0.23048979226190475 0.18222643229166666 -0.015801014632936497 0.08231623030753968 0.04561396875000001 0.3260122497519842 -0.2558076776240079 -0.38438939985119047 0.10529265711805555 -0.16439345927579363 0.12075773479662696 0.0662478611111111 0.2541237614583333 -0.25681984275793646 0.14598839994295637 -0.27497589310515874 0.08328248313492065 -0.12698298040674602 0.10277095238095238 0.6539191470734127 -0.11245366626984128 -1.7610941666666666 -0.249964020406746 -0.12401601696428574 1.3075419791666665 0.3415113759920635 -0.2601017612599206 0.40277941220238095 0.056233026537698405 0.24593552296626986 0.23762661954365077 -0.05807115245535714 0.06488317986111111 -0.03231519841269841 0.10019824856150794 -0.055603264583333326 -0.34071406498015877 -0.2438506277281746 0.05256331299603175 -0.34390840922619054 0.16564006001984125 -0.02535664141865079 0.24048319766865078 0.182208617063492 -0.33152039288194446 -0.16078580208333335 0.34557894750744045 0.17439133506944446 -0.2909317311507936 0.097045546875 -0.6452782216269842 -0.0855150183531746 -0.021951302827380954 -0.10844388591269839 0.046277748263888877 0.02147143328373017 -0.11325170610119047 -0.012254107638888897 -0.36803834102182537 0.2957316242559524 -0.42494603546626986 0.1233289208829365 -0.03788689558531746 0.03906095843253969 0.7029021552579365 -0.12746014196428573
9vk05,-0.0828538727341415 -0.07601570898298182 0.42103367461479013 -0.020217842552534043 0.07807152180268706 0.11040704657383954 0.018560166068208244 0.41970794379885396 -0.34761322354266533 0.09694572941984345 0.33263052943886756 -0.007817902732265156 0.025853815864490388 0.025246758227341973 0.3042739818439072 -0.30243355258373955 0.07808769621576969 -0.10878928832499773 -0.21355960597996776 0.185162777477495 0.42803822787606266 0.12161182294714802 0.29177149860707174 0.2145895732758441 0.26224396870965294 -0.08341860250485096 0.06178407197174458 -0.1141696036842701 0.11270346733078239 -0.08071665276642288 -0.27085092973967895 0.28138054627241754 0.0521031937542162 0.14894021655892556 -0.18358532417444387 0.08746659867974303 -0.060675144506579924 0.03216687936586118 0.08744725977544128 0.37451312434700096 -0.2520855119471659 -0.46447261282994323 -0.046034166661491814 -0.11339063612443916 0.19970900995842253 -0.025535510485773256 0.1774705938118469 -0.5700868246241346 0.08542340372914237 -0.25992170578085694 -0.02336745097648309 -0.16100263060093786 -0.09052171016240096 0.7094334074379353 -0.1746227242401533 -1.699298573074099 -0.10520606771245182 -0.14007278374430582 1.153887374320754 0.3478996429796268 -0.28692496548802937 0.2790736205118411 -0.04863634053791639 0.225253146654664 0.10090213305210444 0.08078416471258361 0.060882055458759785 -0.06728746397969075 0.1924422530557771 0.006794689653798776 -0.19920886000987315 -0.14631389404037798 0.046567083899830525 -0.11940510705983619 0.3459444130081592 0.10631856604181282 0.1863339682140586 0.0043125981146419174 -0.3819159639722449 -0.1609312774894381 0.4326125696069496 0.029204989014797827 -0.36221172845196026 0.21907257027234603 -0.7259425988809665 -0.09141522060647755 -0.015733059805969167 -0.29094002498019406 0.07666093002066589 0.07520642345809936 -0.11607237900622772 0.2045083050315554 -0.4325562703825443 0.14646324396431887 -0.5530789958549077 0.07758781998864138 0.0040359469071147794 0.01708266408529121 0.6644944872654006 -0.13228432373445123
9vk5m,0.022297263189424963 -0.22870496085809613 0.4181457370877489 0.0841463362778398 0.11264860643408876 0.04734578832455127 -0.01710287866754161 0.43332290907732796 -0.3433028821988469 0.02021977020260785 0.4037988746227628 0.09036803600843603 0.055288862477391884 -0.1299262254764843 0.16105393283546518 -0.313419587439358 0.035833115452847814 0.016015842437301257 -0.29433270579616466 0.12935691040985156 0.44989643116295464 0.014912896131319658 0.2611342477809772 0.13095707379483265 0.3146138798525004 0.0033393525859761117 -0.09896969226459813 -0.16125725847747024 0.16675471549496254 -0.06558951552303906 -0.17177748395264866 0.1499941388180447 -0.007056249091431443 0.046330628653046296 -0.14760220729270732 0.14417700851958495 0.07041041342448401 0.07791910832957892 -0.010427430652354163 0.38995216922619863 -0.24973652963115314 -0.4113241025563978 0.06410326993333466 -0.11497002454016571 0.11148162199042785 -0.030069812454212454 0.26455478852389436 -0.49528938600615063 0.11568744717986588 -0.23373831894608657 0.07165183534765886 -0.193063035744974 -0.005242190803967284 0.7008740080768905 -0.10917648492879667 -1.634871426847662 -0.11394474531300723 -0.04880198275058276 1.2530518442590088 0.3876621089616266 -0.32146912274320455 0.38013227162053626 0.005996287504652214 0.20012210553315965 0.14213584841824842 0.048396365459769 0.0015458542614248576 -0.1121471007319478 0.1591178629977212 -0.05709416337668866 -0.3112083887119417 -0.14228168904298313 0.10276941593145418 -0.2020109691942045 0.2554169636105725 0.07583445938479821 0.19815781175948236 -0.047818168297062424 -0.20871293397452215 -0.15715483619321857 0.43636978036016266 0.12582902045927927 -0.2883666034246799 0.1454904826062826 -0.7225772350355527 -0.041481359911722256 -0.01541633831462655 -0.18733190411353354 0.12155680504789328 -0.020811556943056943 -0.12115834338347926 0.12654495988260106 -0.3459016206447147 0.12794136308528073 -0.45889974216633045 0.1165698748623925 0.016616648954313664 0.017384236607183672 0.6706754786194198 -0.10469919425770309
9v7fj,-0.13168263297301827 -0.08297415490076372 0.31198153540011736 0.07924245751568149 0.07094909653810241 0.017663467268787852 -0.016678661034499276 0.506465042179607 -0.4113291931755609 -0.06613770838815869 0.34369850222473614 0.14983908066748067 0.09455493320584644 0.02210799566185449 0.2565960823756853 -0.3063389713759008 0.08848445639409612 -0.07965164226100695 -0.3113169106227106 0.17386768614343173 0.3579842176286241 0.06669460372525078 0.2692368610063684 0.09111811914877062 0.27704973828078233 -0.002672899299121373 -0.013487634288587236 -0.16457130586439703 0.057223377313318474 -0.05229450870801312 -0.26848250891211184 0.23445448119299003 0.06180302399686371 0.05173359173489911 -0.23187712291831267 0.14813104605389163 0.03984379887895329 0.20415053647202472 0.05850952728698317 0.19508148161974193 -0.307209724327791 -0.398324920905935 0.04299781222557399 -0.18186177546924753 0.16059247331932772 0.01910161874057315 0.20563967223359428 -0.4579042527053556 0.07503739778637868 -0.24826726615372643 0.020195545010055306 -0.20577789133687666 -0.0056915130246115615 0.7252197387590078 -0.1901927829179535 -1.773127846495008 -0.22031214638474106 -0.06998540804065216 1.2232437374907228 0.3098052522067801 -0.3148605513341833 0.4135863041555938 -0.019775422033086746 0.18891802591838444 0.21591229368969808 0.009850206789724434 0.07169396019655724 -0.07095650813043165 0.2372777313174843 0.04050672637320741 -0.24646196771529127 -0.15500429101187485 -0.009452536105425072 -0.2697366075851708 0.21896842275072423 0.10465737755925451 0.18366935149692354 0.07974341438866141 -0.3801374557566617 -0.11856621896502191 0.4974006912004117 0.09254314036306831 -0.2518922011775479 0.1396136651174316 -0.7068003533906126 -0.05408601172783642 0.012942459977614973 -0.22381521985802866 0.11763058225238814 0.03296419003028562 -0.07128415903965858 0.09057222852833442 -0.3256820122040269 0.2699397611272714 -0.471876641892911 0.0958238572972779 -0.05835483567538125 -0.04459913393425747 0.681948349800091 -0.11938728265579736
9v7fm,-0.12039113684210527 -0.04496957894736842 0.39395768421052635 0.09432443684210526 -0.04036968421052631 0.03885978947368421 -0.009701578947368415 0.3287107894736843 -0.3728763157894737 -0.10497719999999999 0.5197837894736843 0.1705153157894737 0.16886763157894738 0.0214061052631579 0.3235547368421053 -0.12418731578947369 0.04555763157894735 -0.07582357894736842 -0.15937536842105265 0.25685363157894736 0.4060872105263158 0.17631978947368424 0.2782454210526316 0.11337542631578948 0.38411368421052633 0.07245147368421054 -0.17742336842105264 -0.12597594736842108 0.06883284210526314 0.036143473684210524 -0.27523005263157896 0.3316996842105263 -0.002966789473684224 -0.019804473684210525 -0.09682126315789473 0.1481358947368421 0.13711363157894735 0.2047415263157895 0.23530205263157894 0.24012878947368424 -0.24141522631578943 -0.5104039105263157 -0.24101531578947372 -0.18618005263157894 0.22253636842105262 0.015071157894736833 0.0792066842105263 -0.4933751157894737 0.09108107315789471 -0.16944339473684206 -0.21159494736842108 -0.23245015789473686 -0.02923899999999999 0.7756404210526314 -0.12610147368421054 -1.5556038947368418 -0.026422346842105263 -0.15058742105263156 0.9850005263157895 0.3771920526315789 -0.18432945789473687 0.36229521052631575 0.005571842105263128 0.2200120947368421 0.25985421052631574 0.05265273684210525 0.09805578947368422 -0.10932894736842104 0.23438508421052637 -0.04941515263157894 -0.2161305263157895 0.014912421052631575 0.011581052631578935 -0.170520052631579 0.3379561052631579 0.023203436842105258 0.14273468421052632 -0.019095578947368432 -0.30162210526315797 -0.13732897894736842 0.38477368421052627 -0.042850421052631586 -0.3387473842105263 0.1394497894736842 -0.5500399631578947 -0.07224422105263158 0.020119473684210513 -0.14561189473684208 0.3842351578947369 0.06398047368421053 -0.30517684210526314 0.2063322105263158 -0.5144098421052633 0.02911826315789474 -0.5373206315789476 0.06685226315789475 0.1556 -0.11711863157894735 0.5986224736842105 0.007404842105263157
9vk73,-0.08844427708978325 -0.06573764086687306 0.34728265727554186 0.0360758640866873 -0.017161569659442714 0.04656464261609908 0.008411515479876152 0.3492521029411765 -0.3975170371517028 0.0006117325077399389 0.45376951393188864 0.06312785758513934 0.08205504489164087 -0.011787767801857594 0.5205526656346751 -0.21605290092879256 -0.11671259597523218 -0.08035501238390091 -0.2522119659442724 0.15515433560371517 0.42344395046439626 0.125484959752322 0.30168582972136226 0.14072190557275543 0.3239243931888545 0.00846331269349845 0.023235179566563464 -0.16173339009287926 0.12310915479876161 -0.09092621130030956 -0.22690605882352943 0.3562078513931888 -0.0060158962848297255 -0.0009224953560371499 -0.12195620123839013 0.1267628544891641 0.04003038854489162 0.09388563266253871 0.06536353095975234 0.4012979133126935 -0.31001204040247676 -0.47159069164086687 0.00894983746130031 -0.1073847120743034 0.15375405263157899 -0.04007064705882353 0.20483154643962848 -0.508679348142415 0.08664497839009289 -0.19769940092879254 0.005125961300309588 -0.15148799690402473 -0.10770966873065017 0.7960476315789473 -0.06922131640866871 -1.659786490712074 -0.050869556718266234 -0.07470928018575854 1.1026513157894735 0.3789258328173375 -0.23657113188854495 0.26606969969040245 -0.07113978637770899 0.19569992817337462 0.1576084043343653 0.1122014037151703 0.04077508204334364 -0.19507638854489168 0.24328955727554183 -0.07092424055727556 -0.2723545913312693 -0.07930099380804953 0.07343978637770898 -0.0770191439628483 0.4244781904024768 0.019848580185758517 0.13047191021671828 -0.006698628482972149 -0.28708083591331274 -0.15618597523219813 0.49625687306501554 0.0010135913312693447 -0.3229384080495356 0.12611004334365325 -0.8054667958204336 0.02353265356037152 0.027915498452012376 -0.29306480185758516 0.07928761145510838 0.018453224458204336 -0.15488949535603713 0.23346195356037153 -0.4027903900928792 0.05093916253869968 -0.45231075232198137 0.07002477089783282 0.06061176594427245 -0.12658300309597523 0.6025648421052632 -0.13836634520123842
9v5zu,-0.05770182395833333 -0.13715193385416666 0.37715173687500003 0.03898163208333333 0.01123920416666666 0.07725688958333332 0.009949131250000002 0.43246548083333336 -0.5008231270833333 0.034012172083333334 0.4885303145833333 0.02276890624999999 0.04033297916666665 -0.024739968750000015 0.42487040625000005 -0.27332516875 -0.09907049270833332 -0.07880763749999997 -0.21065502083333335 0.21588888541666665 0.44205576249999995 0.13857807708333333 0.27990380416666666 0.15086396875 0.37353265625 -0.07105914791666668 0.07050655416666665 -0.09564211458333333 0.17201049375 0.004765104166666673 -0.3021040979166667 0.3539274395833333 0.0010750135416666621 0.07062999999999998 -0.1919196322916667 0.11575881874999999 0.03240105208333334 0.032394134895833336 0.022624212500000015 0.4863070471875 -0.3516898703125 -0.5029388164583333 0.03432531458333332 -0.08520815760416668 0.2244794541666667 -0.05927410416666666 0.2654004083333333 -0.6493392083333334 0.08482180077083333 -0.29700780416666667 0.10841873958333334 -0.2336638333333333 -0.12428972500000002 0.7845522979166666 -0.07897840583333333 -1.7124857812499998 -0.17229067222916664 -0.11286286041666668 1.2650144791666666 0.3836488375 -0.30687639604166667 0.3677369677083333 -0.1454612875 0.21419633604166666 0.08963928875000003 0.15913787895833334 -0.05121954166666666 -0.16567599687500004 0.20645027708333336 -0.04208312229166668 -0.25483484791666666 -0.1633711145833333 0.08242977864583333 -0.07754692708333334 0.44026983125 0.13154120083333332 0.14282581145833334 -0.008429300000000027 -0.35368515625 -0.21141844791666667 0.491576 0.01763379583333334 -0.3755116420833333 0.23862895520833333 -0.8374147213541666 -0.03176725291666667 0.050898545833333336 -0.27084560520833334 0.08168599791666667 0.11622436979166667 -0.12711172708333335 0.28461337708333334 -0.39436765104166666 0.11303098333333333 -0.5440176854166667 0.11887997083333335 0.030335962500000015 -0.014776568749999995 0.7422478979166667 -0.16596630625000003
